Type,U_id,ID_Image,Img_Large,URL_Article_image
TAC,MPX2001,MPX2001_synpic23579,https://openi.nlm.nih.gov//imgs/512/397/2001/MPX2001_synpic23579.png,https://medpix.nlm.nih.gov/case?id=89efa0a2-e7ff-405e-b691-5d769f7f04fd
TAC,MPX2002,MPX2002_synpic57892,https://openi.nlm.nih.gov//imgs/512/398/2002/MPX2002_synpic57892.png,https://medpix.nlm.nih.gov/case?id=ffd581f1-d547-46ec-9027-9fb0a8287340
TAC,MPX2002,MPX2002_synpic57895,https://openi.nlm.nih.gov//imgs/512/398/2002/MPX2002_synpic57895.png,https://medpix.nlm.nih.gov/case?id=162582b5-937a-4e2d-a6c6-d95fed83152a
TAC,MPX2006,MPX2006_synpic21119,https://openi.nlm.nih.gov//imgs/512/1/2006/MPX2006_synpic21119.png,https://medpix.nlm.nih.gov/case?id=7e9109df-64f4-4829-8ad5-7105ec6574de
TAC,MPX2006,MPX2006_synpic21120,https://openi.nlm.nih.gov//imgs/512/1/2006/MPX2006_synpic21120.png,https://medpix.nlm.nih.gov/case?id=a98d0d12-21ac-47e9-8635-58b49b1d578a
TAC,MPX2009,MPX2009_synpic16272,https://openi.nlm.nih.gov//imgs/512/4/2009/MPX2009_synpic16272.png,https://medpix.nlm.nih.gov/case?id=ddf8f5f3-c74a-43a2-b102-29bf9e596ee3
TAC,MPX2007,MPX2007_synpic18261,https://openi.nlm.nih.gov//imgs/512/2/2007/MPX2007_synpic18261.png,https://medpix.nlm.nih.gov/case?id=fe2d2e80-3ab5-4772-afd1-39f0bd5d6c75
TAC,MPX2012,MPX2012_synpic45727,https://openi.nlm.nih.gov//imgs/512/7/2012/MPX2012_synpic45727.png,https://medpix.nlm.nih.gov/case?id=e6f1de96-c12f-4882-86fd-6fcdabcaa3a0
TAC,MPX2012,MPX2012_synpic45729,https://openi.nlm.nih.gov//imgs/512/7/2012/MPX2012_synpic45729.png,https://medpix.nlm.nih.gov/case?id=fec59364-0d3e-4abe-84a4-58d229500ab1
TAC,MPX2012,MPX2012_synpic45730,https://openi.nlm.nih.gov//imgs/512/7/2012/MPX2012_synpic45730.png,https://medpix.nlm.nih.gov/case?id=1225082a-432a-40b0-9d4b-9eea97ddfcb0
TAC,MPX2016,MPX2016_synpic24560,https://openi.nlm.nih.gov//imgs/512/11/2016/MPX2016_synpic24560.png,https://medpix.nlm.nih.gov/case?id=032858cb-0a86-4774-b741-44c1132ab1ac
TAC,MPX2015,MPX2015_synpic50876,https://openi.nlm.nih.gov//imgs/512/10/2015/MPX2015_synpic50876.png,https://medpix.nlm.nih.gov/case?id=126ca98a-5318-48b9-9b3b-ac1addcd94b5
TAC,MPX2018,MPX2018_synpic16378,https://openi.nlm.nih.gov//imgs/512/13/2018/MPX2018_synpic16378.png,https://medpix.nlm.nih.gov/case?id=3b0c4393-46fd-4a8c-a3f4-816e23d4b701
TAC,MPX2022,MPX2022_synpic51766,https://openi.nlm.nih.gov//imgs/512/17/2022/MPX2022_synpic51766.png,https://medpix.nlm.nih.gov/case?id=e3fe234a-40e0-4c1f-9da9-26fc29b6c4a6
TAC,MPX2022,MPX2022_synpic51767,https://openi.nlm.nih.gov//imgs/512/17/2022/MPX2022_synpic51767.png,https://medpix.nlm.nih.gov/case?id=874456bd-3c42-49bd-8634-afb629e288d9
TAC,MPX2022,MPX2022_synpic51768,https://openi.nlm.nih.gov//imgs/512/17/2022/MPX2022_synpic51768.png,https://medpix.nlm.nih.gov/case?id=edfbed9e-9e60-47f8-a95d-705e017264c5
TAC,MPX2022,MPX2022_synpic51769,https://openi.nlm.nih.gov//imgs/512/17/2022/MPX2022_synpic51769.png,https://medpix.nlm.nih.gov/case?id=aa0cc60d-67e1-4702-8203-8dce0cfc352a
TAC,MPX2022,MPX2022_synpic51770,https://openi.nlm.nih.gov//imgs/512/17/2022/MPX2022_synpic51770.png,https://medpix.nlm.nih.gov/case?id=9f0dbf8d-307a-4d54-9db6-f24fa027036b
TAC,MPX2022,MPX2022_synpic51771,https://openi.nlm.nih.gov//imgs/512/17/2022/MPX2022_synpic51771.png,https://medpix.nlm.nih.gov/case?id=d8bd401a-fd46-4394-9ec9-9a37d62ebf3c
TAC,MPX2022,MPX2022_synpic51772,https://openi.nlm.nih.gov//imgs/512/17/2022/MPX2022_synpic51772.png,https://medpix.nlm.nih.gov/case?id=f1440d00-23bc-4968-8920-7d71fe7ee67e
TAC,MPX2031,MPX2031_synpic38140,https://openi.nlm.nih.gov//imgs/512/26/2031/MPX2031_synpic38140.png,https://medpix.nlm.nih.gov/case?id=493b0532-51af-4964-bd47-0389fcd15e86
TAC,MPX2031,MPX2031_synpic38141,https://openi.nlm.nih.gov//imgs/512/26/2031/MPX2031_synpic38141.png,https://medpix.nlm.nih.gov/case?id=fc85d761-f99e-4566-a0ff-e413f7ff17a5
TAC,MPX2031,MPX2031_synpic38143,https://openi.nlm.nih.gov//imgs/512/26/2031/MPX2031_synpic38143.png,https://medpix.nlm.nih.gov/case?id=98a8b918-86ee-46d7-aae3-451a9e388b0e
TAC,MPX2028,MPX2028_synpic34049,https://openi.nlm.nih.gov//imgs/512/23/2028/MPX2028_synpic34049.png,https://medpix.nlm.nih.gov/case?id=a37f467c-597b-476e-852a-82af6cd0696b
TAC,MPX2028,MPX2028_synpic34050,https://openi.nlm.nih.gov//imgs/512/23/2028/MPX2028_synpic34050.png,https://medpix.nlm.nih.gov/case?id=c4d069f3-65e0-4cd2-b6b0-b5b319982b2f
TAC,MPX2028,MPX2028_synpic34051,https://openi.nlm.nih.gov//imgs/512/23/2028/MPX2028_synpic34051.png,https://medpix.nlm.nih.gov/case?id=d892ac93-e6e6-48b5-9110-3e25b470c4b9
TAC,MPX2028,MPX2028_synpic34052,https://openi.nlm.nih.gov//imgs/512/23/2028/MPX2028_synpic34052.png,https://medpix.nlm.nih.gov/case?id=75f52da1-c2a1-40b3-af8f-76f625c26f9e
TAC,MPX2028,MPX2028_synpic34053,https://openi.nlm.nih.gov//imgs/512/23/2028/MPX2028_synpic34053.png,https://medpix.nlm.nih.gov/case?id=db1ed854-68e1-4372-acba-96986b3187dd
TAC,MPX2028,MPX2028_synpic34054,https://openi.nlm.nih.gov//imgs/512/23/2028/MPX2028_synpic34054.png,https://medpix.nlm.nih.gov/case?id=0e8b5ca6-b12b-4436-a068-92e84fb64c10
TAC,MPX2027,MPX2027_synpic46451,https://openi.nlm.nih.gov//imgs/512/22/2027/MPX2027_synpic46451.png,https://medpix.nlm.nih.gov/case?id=f8983be0-9bef-4567-b4b4-229aa7427cae
TAC,MPX2027,MPX2027_synpic46452,https://openi.nlm.nih.gov//imgs/512/22/2027/MPX2027_synpic46452.png,https://medpix.nlm.nih.gov/case?id=6dd1c2b5-0573-48d7-a329-4d5be1ff4a71
TAC,MPX2027,MPX2027_synpic46453,https://openi.nlm.nih.gov//imgs/512/22/2027/MPX2027_synpic46453.png,https://medpix.nlm.nih.gov/case?id=8f90ac54-d704-4ce7-b934-091cebbc1d5b
TAC,MPX2027,MPX2027_synpic46456,https://openi.nlm.nih.gov//imgs/512/22/2027/MPX2027_synpic46456.png,https://medpix.nlm.nih.gov/case?id=edff95bd-f326-43d0-bddc-98331485068e
TAC,MPX2027,MPX2027_synpic46457,https://openi.nlm.nih.gov//imgs/512/22/2027/MPX2027_synpic46457.png,https://medpix.nlm.nih.gov/case?id=ece5188e-8211-44dd-8877-76886f393832
TAC,MPX2027,MPX2027_synpic46458,https://openi.nlm.nih.gov//imgs/512/22/2027/MPX2027_synpic46458.png,https://medpix.nlm.nih.gov/case?id=29fdedb5-ddc9-453c-8ec1-be0189fac582
TAC,MPX2027,MPX2027_synpic46459,https://openi.nlm.nih.gov//imgs/512/22/2027/MPX2027_synpic46459.png,https://medpix.nlm.nih.gov/case?id=0eb4e526-1dea-42b4-9e14-d77c06e6af9a
TAC,MPX2027,MPX2027_synpic46460,https://openi.nlm.nih.gov//imgs/512/22/2027/MPX2027_synpic46460.png,https://medpix.nlm.nih.gov/case?id=648bcf76-bb7c-4d2f-9b46-0890c2dc083d
TAC,MPX2027,MPX2027_synpic46461,https://openi.nlm.nih.gov//imgs/512/22/2027/MPX2027_synpic46461.png,https://medpix.nlm.nih.gov/case?id=e2504907-7de9-4d8a-9171-70aeedc66137
TAC,MPX2027,MPX2027_synpic46462,https://openi.nlm.nih.gov//imgs/512/22/2027/MPX2027_synpic46462.png,https://medpix.nlm.nih.gov/case?id=37ddad32-1d8e-44d1-8a0f-b8a5e207dc5c
TAC,MPX2027,MPX2027_synpic46463,https://openi.nlm.nih.gov//imgs/512/22/2027/MPX2027_synpic46463.png,https://medpix.nlm.nih.gov/case?id=08efeaad-cdb8-442a-bf81-5d14da15df98
TAC,MPX2027,MPX2027_synpic46464,https://openi.nlm.nih.gov//imgs/512/22/2027/MPX2027_synpic46464.png,https://medpix.nlm.nih.gov/case?id=4230f2fd-db3e-41df-b758-ff21cf5b3441
TAC,MPX2027,MPX2027_synpic46465,https://openi.nlm.nih.gov//imgs/512/22/2027/MPX2027_synpic46465.png,https://medpix.nlm.nih.gov/case?id=86677239-cd01-4001-a4dc-58ad59a960c1
TAC,MPX2039,MPX2039_synpic18752,https://openi.nlm.nih.gov//imgs/512/34/2039/MPX2039_synpic18752.png,https://medpix.nlm.nih.gov/case?id=7af5a934-be76-45ee-a568-13e1de6de5e2
TAC,MPX2039,MPX2039_synpic18753,https://openi.nlm.nih.gov//imgs/512/34/2039/MPX2039_synpic18753.png,https://medpix.nlm.nih.gov/case?id=aa98d899-a32f-4f01-ba5c-ed4537b76fd8
TAC,MPX2039,MPX2039_synpic18754,https://openi.nlm.nih.gov//imgs/512/34/2039/MPX2039_synpic18754.png,https://medpix.nlm.nih.gov/case?id=d9efee36-b5b9-41a0-899b-970653fbc1ce
TAC,MPX2040,MPX2040_synpic27362,https://openi.nlm.nih.gov//imgs/512/35/2040/MPX2040_synpic27362.png,https://medpix.nlm.nih.gov/case?id=9a630878-3a76-4e01-9335-4c99b095c564
TAC,MPX2040,MPX2040_synpic27363,https://openi.nlm.nih.gov//imgs/512/35/2040/MPX2040_synpic27363.png,https://medpix.nlm.nih.gov/case?id=c75a1b0c-5203-48f1-8970-a679abd46a4c
TAC,MPX2040,MPX2040_synpic27364,https://openi.nlm.nih.gov//imgs/512/35/2040/MPX2040_synpic27364.png,https://medpix.nlm.nih.gov/case?id=21921c7d-d998-445d-b6d4-d5fe2731a3f7
TAC,MPX2051,MPX2051_synpic26329,https://openi.nlm.nih.gov//imgs/512/46/2051/MPX2051_synpic26329.png,https://medpix.nlm.nih.gov/case?id=81e16d04-1981-4d58-b130-934ced5f9443
TAC,MPX2051,MPX2051_synpic26330,https://openi.nlm.nih.gov//imgs/512/46/2051/MPX2051_synpic26330.png,https://medpix.nlm.nih.gov/case?id=b1960860-fea1-4206-8de6-ad6a0f12ade7
TAC,MPX2050,MPX2050_synpic19947,https://openi.nlm.nih.gov//imgs/512/45/2050/MPX2050_synpic19947.png,https://medpix.nlm.nih.gov/case?id=ccac8ad4-974d-4788-b9e2-018d0bc1703c
TAC,MPX2062,MPX2062_synpic34418,https://openi.nlm.nih.gov//imgs/512/57/2062/MPX2062_synpic34418.png,https://medpix.nlm.nih.gov/case?id=48145079-2ca4-46ca-9de7-a09490d60eea
TAC,MPX2065,MPX2065_synpic46278,https://openi.nlm.nih.gov//imgs/512/60/2065/MPX2065_synpic46278.png,https://medpix.nlm.nih.gov/case?id=3a048df1-0acb-40d1-ba4a-7e8d99898a11
TAC,MPX2055,MPX2055_synpic35457,https://openi.nlm.nih.gov//imgs/512/50/2055/MPX2055_synpic35457.png,https://medpix.nlm.nih.gov/case?id=94feaaba-b213-4d4c-a231-3591b0226206
TAC,MPX2058,MPX2058_synpic33787,https://openi.nlm.nih.gov//imgs/512/53/2058/MPX2058_synpic33787.png,https://medpix.nlm.nih.gov/case?id=5c657c4e-4f87-42f0-a236-490dfdc52bac
TAC,MPX2058,MPX2058_synpic33788,https://openi.nlm.nih.gov//imgs/512/53/2058/MPX2058_synpic33788.png,https://medpix.nlm.nih.gov/case?id=7eb1cae9-df5b-4e43-b71a-1c90af689b69
TAC,MPX2056,MPX2056_synpic35393,https://openi.nlm.nih.gov//imgs/512/51/2056/MPX2056_synpic35393.png,https://medpix.nlm.nih.gov/case?id=6c5ba80b-4650-493f-8dd0-6941f3a4bc25
TAC,MPX2077,MPX2077_synpic51016,https://openi.nlm.nih.gov//imgs/512/72/2077/MPX2077_synpic51016.png,https://medpix.nlm.nih.gov/case?id=b07e8ca6-84b3-4bf5-b44e-d3d2281529ce
TAC,MPX2077,MPX2077_synpic51018,https://openi.nlm.nih.gov//imgs/512/72/2077/MPX2077_synpic51018.png,https://medpix.nlm.nih.gov/case?id=7056a9d9-b28c-42e8-b929-a223b916093e
TAC,MPX2077,MPX2077_synpic51019,https://openi.nlm.nih.gov//imgs/512/72/2077/MPX2077_synpic51019.png,https://medpix.nlm.nih.gov/case?id=fd9d1fe9-e038-43be-bb9b-7f6bc019fe71
TAC,MPX2077,MPX2077_synpic51020,https://openi.nlm.nih.gov//imgs/512/72/2077/MPX2077_synpic51020.png,https://medpix.nlm.nih.gov/case?id=2ae2b1c4-9029-4535-8f1b-a12a8c9e3a8f
TAC,MPX2060,MPX2060_synpic27725,https://openi.nlm.nih.gov//imgs/512/55/2060/MPX2060_synpic27725.png,https://medpix.nlm.nih.gov/case?id=81322ee8-886a-4568-afaf-01d9d6c85f83
TAC,MPX2060,MPX2060_synpic27726,https://openi.nlm.nih.gov//imgs/512/55/2060/MPX2060_synpic27726.png,https://medpix.nlm.nih.gov/case?id=a1b285c3-7530-457c-a737-de53517c5789
TAC,MPX2067,MPX2067_synpic11185,https://openi.nlm.nih.gov//imgs/512/62/2067/MPX2067_synpic11185.png,https://medpix.nlm.nih.gov/case?id=328d8f09-618d-4d22-aa36-85cdcea97526
TAC,MPX2067,MPX2067_synpic11186,https://openi.nlm.nih.gov//imgs/512/62/2067/MPX2067_synpic11186.png,https://medpix.nlm.nih.gov/case?id=48e410a9-3b49-4db1-8579-c4ce922743df
TAC,MPX2057,MPX2057_synpic50105,https://openi.nlm.nih.gov//imgs/512/52/2057/MPX2057_synpic50105.png,https://medpix.nlm.nih.gov/case?id=eb704182-d0d6-4157-9aae-9480ca95dd92
TAC,MPX2075,MPX2075_synpic33087,https://openi.nlm.nih.gov//imgs/512/70/2075/MPX2075_synpic33087.png,https://medpix.nlm.nih.gov/case?id=f812c177-db17-4ce5-9911-f467db7e456e
TAC,MPX2075,MPX2075_synpic33088,https://openi.nlm.nih.gov//imgs/512/70/2075/MPX2075_synpic33088.png,https://medpix.nlm.nih.gov/case?id=42601b89-782b-4147-8516-b0cbc7185f72
TAC,MPX2078,MPX2078_synpic35704,https://openi.nlm.nih.gov//imgs/512/73/2078/MPX2078_synpic35704.png,https://medpix.nlm.nih.gov/case?id=9c60269e-6e98-4acd-bed2-6f3df4656a48
TAC,MPX2078,MPX2078_synpic35705,https://openi.nlm.nih.gov//imgs/512/73/2078/MPX2078_synpic35705.png,https://medpix.nlm.nih.gov/case?id=24e11304-e5d2-490c-a415-2152ba99c8fd
TAC,MPX2049,MPX2049_synpic20939,https://openi.nlm.nih.gov//imgs/512/44/2049/MPX2049_synpic20939.png,https://medpix.nlm.nih.gov/case?id=79a1e4e8-2b15-49de-bf89-8a9deb1a6de8
TAC,MPX2049,MPX2049_synpic20940,https://openi.nlm.nih.gov//imgs/512/44/2049/MPX2049_synpic20940.png,https://medpix.nlm.nih.gov/case?id=0b1e14ad-b798-4558-b81d-6bce194597d8
TAC,MPX2071,MPX2071_synpic16471,https://openi.nlm.nih.gov//imgs/512/66/2071/MPX2071_synpic16471.png,https://medpix.nlm.nih.gov/case?id=b3caf715-66db-4949-83fd-7cedefbdf317
TAC,MPX2073,MPX2073_synpic12217,https://openi.nlm.nih.gov//imgs/512/68/2073/MPX2073_synpic12217.png,https://medpix.nlm.nih.gov/case?id=d383067a-b0a1-4a48-bce4-ea256c509ec6
TAC,MPX2073,MPX2073_synpic12218,https://openi.nlm.nih.gov//imgs/512/68/2073/MPX2073_synpic12218.png,https://medpix.nlm.nih.gov/case?id=d883d8b1-dd61-4e80-a5a1-d9fd82aba1b3
TAC,MPX2064,MPX2064_synpic53130,https://openi.nlm.nih.gov//imgs/512/59/2064/MPX2064_synpic53130.png,https://medpix.nlm.nih.gov/case?id=2c6c46eb-0cd2-4472-8746-f738cf7a74c1
TAC,MPX2064,MPX2064_synpic53230,https://openi.nlm.nih.gov//imgs/512/59/2064/MPX2064_synpic53230.png,https://medpix.nlm.nih.gov/case?id=1a7808af-7b6d-496f-90a4-6d6252bcc8e6
TAC,MPX2064,MPX2064_synpic53232,https://openi.nlm.nih.gov//imgs/512/59/2064/MPX2064_synpic53232.png,https://medpix.nlm.nih.gov/case?id=a7b4f390-40d4-41d7-9bb6-f341a9ce5a4a
TAC,MPX2064,MPX2064_synpic53233,https://openi.nlm.nih.gov//imgs/512/59/2064/MPX2064_synpic53233.png,https://medpix.nlm.nih.gov/case?id=ad959ab6-505d-4ea5-9388-e5127ebe1f29
TAC,MPX2064,MPX2064_synpic53236,https://openi.nlm.nih.gov//imgs/512/59/2064/MPX2064_synpic53236.png,https://medpix.nlm.nih.gov/case?id=fc1bf62c-fdec-4240-b6dc-252388bc5ffa
TAC,MPX2064,MPX2064_synpic53237,https://openi.nlm.nih.gov//imgs/512/59/2064/MPX2064_synpic53237.png,https://medpix.nlm.nih.gov/case?id=a419a028-aea4-4510-87f8-1a6b5a29bc19
TAC,MPX2064,MPX2064_synpic53238,https://openi.nlm.nih.gov//imgs/512/59/2064/MPX2064_synpic53238.png,https://medpix.nlm.nih.gov/case?id=545883af-cdb3-461b-9bd7-6b0eb5a39310
TAC,MPX2064,MPX2064_synpic53239,https://openi.nlm.nih.gov//imgs/512/59/2064/MPX2064_synpic53239.png,https://medpix.nlm.nih.gov/case?id=a0eb81cb-3a23-43da-b691-54e90d38fdf0
TAC,MPX2096,MPX2096_synpic28571,https://openi.nlm.nih.gov//imgs/512/91/2096/MPX2096_synpic28571.png,https://medpix.nlm.nih.gov/case?id=7088d5d4-14d3-49dc-bbb1-402403d3a362
TAC,MPX2096,MPX2096_synpic28598,https://openi.nlm.nih.gov//imgs/512/91/2096/MPX2096_synpic28598.png,https://medpix.nlm.nih.gov/case?id=27537db4-543e-44e2-8e49-881f15e0dfac
TAC,MPX2096,MPX2096_synpic28599,https://openi.nlm.nih.gov//imgs/512/91/2096/MPX2096_synpic28599.png,https://medpix.nlm.nih.gov/case?id=b3aa54eb-a622-4f2f-a20c-5b62b19e1634
TAC,MPX2096,MPX2096_synpic28600,https://openi.nlm.nih.gov//imgs/512/91/2096/MPX2096_synpic28600.png,https://medpix.nlm.nih.gov/case?id=a87ae916-f03e-4deb-9411-17223ab25a97
TAC,MPX2094,MPX2094_synpic31715,https://openi.nlm.nih.gov//imgs/512/89/2094/MPX2094_synpic31715.png,https://medpix.nlm.nih.gov/case?id=df9b2608-9ecb-4cb8-a263-ade81650804b
TAC,MPX2094,MPX2094_synpic31716,https://openi.nlm.nih.gov//imgs/512/89/2094/MPX2094_synpic31716.png,https://medpix.nlm.nih.gov/case?id=9387f94e-7c3e-41fc-bb92-8e61c2def2cd
TAC,MPX2094,MPX2094_synpic31717,https://openi.nlm.nih.gov//imgs/512/89/2094/MPX2094_synpic31717.png,https://medpix.nlm.nih.gov/case?id=8d0f6126-134d-4c1c-b257-53d79d0c0619
TAC,MPX2094,MPX2094_synpic31718,https://openi.nlm.nih.gov//imgs/512/89/2094/MPX2094_synpic31718.png,https://medpix.nlm.nih.gov/case?id=8403a023-f4f0-4cf6-983d-ea7665f28d26
TAC,MPX2094,MPX2094_synpic31719,https://openi.nlm.nih.gov//imgs/512/89/2094/MPX2094_synpic31719.png,https://medpix.nlm.nih.gov/case?id=5285dd48-4c2f-4d1c-b7ca-14d64e4c7d8f
TAC,MPX2094,MPX2094_synpic31720,https://openi.nlm.nih.gov//imgs/512/89/2094/MPX2094_synpic31720.png,https://medpix.nlm.nih.gov/case?id=f520d46b-dda2-408b-8145-f8adad301e12
TAC,MPX2094,MPX2094_synpic31721,https://openi.nlm.nih.gov//imgs/512/89/2094/MPX2094_synpic31721.png,https://medpix.nlm.nih.gov/case?id=4de53e61-e630-4aab-91ff-a432f52e3216
TAC,MPX2094,MPX2094_synpic31723,https://openi.nlm.nih.gov//imgs/512/89/2094/MPX2094_synpic31723.png,https://medpix.nlm.nih.gov/case?id=3db83098-7a60-44f1-9114-ca571e1d596c
TAC,MPX2114,MPX2114_synpic29550,https://openi.nlm.nih.gov//imgs/512/109/2114/MPX2114_synpic29550.png,https://medpix.nlm.nih.gov/case?id=8f596f1d-75ef-4748-9357-68f79510a8de
TAC,MPX2119,MPX2119_synpic56348,https://openi.nlm.nih.gov//imgs/512/114/2119/MPX2119_synpic56348.png,https://medpix.nlm.nih.gov/case?id=e15b241c-4bdc-4014-8652-d979e6d2dd79
TAC,MPX2119,MPX2119_synpic56350,https://openi.nlm.nih.gov//imgs/512/114/2119/MPX2119_synpic56350.png,https://medpix.nlm.nih.gov/case?id=4cb2dabb-53d8-4090-be8e-d984903a4fa7
TAC,MPX2119,MPX2119_synpic56367,https://openi.nlm.nih.gov//imgs/512/114/2119/MPX2119_synpic56367.png,https://medpix.nlm.nih.gov/case?id=951d0b27-c8ad-4d18-a28f-4c642e177f68
TAC,MPX2127,MPX2127_synpic19438,https://openi.nlm.nih.gov//imgs/512/122/2127/MPX2127_synpic19438.png,https://medpix.nlm.nih.gov/case?id=06b2d04b-d800-411d-87af-a2fff3dc3202
TAC,MPX2131,MPX2131_synpic27160,https://openi.nlm.nih.gov//imgs/512/126/2131/MPX2131_synpic27160.png,https://medpix.nlm.nih.gov/case?id=0e8a1aea-f380-400f-b590-62493556fa9f
TAC,MPX2102,MPX2102_synpic51448,https://openi.nlm.nih.gov//imgs/512/97/2102/MPX2102_synpic51448.png,https://medpix.nlm.nih.gov/case?id=2a208554-e3ad-4f99-8534-ff8a9573861b
TAC,MPX2102,MPX2102_synpic51450,https://openi.nlm.nih.gov//imgs/512/97/2102/MPX2102_synpic51450.png,https://medpix.nlm.nih.gov/case?id=b8090c44-5077-44a2-848e-88c304433fe3
TAC,MPX2102,MPX2102_synpic51452,https://openi.nlm.nih.gov//imgs/512/97/2102/MPX2102_synpic51452.png,https://medpix.nlm.nih.gov/case?id=d8c643d5-8678-44eb-b5b2-017bff4f2f77
TAC,MPX2102,MPX2102_synpic51453,https://openi.nlm.nih.gov//imgs/512/97/2102/MPX2102_synpic51453.png,https://medpix.nlm.nih.gov/case?id=44103291-af7a-403a-a329-de16a4c09f2e
TAC,MPX2133,MPX2133_synpic21405,https://openi.nlm.nih.gov//imgs/512/128/2133/MPX2133_synpic21405.png,https://medpix.nlm.nih.gov/case?id=2162474a-3baf-4498-82fb-7c11045a3a20
TAC,MPX2134,MPX2134_synpic57586,https://openi.nlm.nih.gov//imgs/512/129/2134/MPX2134_synpic57586.png,https://medpix.nlm.nih.gov/case?id=03b42793-99fc-430b-9b7c-c0c12dc8a9eb
TAC,MPX2144,MPX2144_synpic36251,https://openi.nlm.nih.gov//imgs/512/139/2144/MPX2144_synpic36251.png,https://medpix.nlm.nih.gov/case?id=cfa19de4-7c0e-4ab6-8da4-2a6e4169f984
TAC,MPX2144,MPX2144_synpic36252,https://openi.nlm.nih.gov//imgs/512/139/2144/MPX2144_synpic36252.png,https://medpix.nlm.nih.gov/case?id=13df774c-7ef6-43b8-9c71-06d92b1383d5
TAC,MPX2147,MPX2147_synpic20509,https://openi.nlm.nih.gov//imgs/512/142/2147/MPX2147_synpic20509.png,https://medpix.nlm.nih.gov/case?id=3c7d2027-de33-484e-9d7a-4f033f9cd53a
TAC,MPX2147,MPX2147_synpic20510,https://openi.nlm.nih.gov//imgs/512/142/2147/MPX2147_synpic20510.png,https://medpix.nlm.nih.gov/case?id=5b368cdc-f347-455a-bc86-7036a6d82164
TAC,MPX2150,MPX2150_synpic30983,https://openi.nlm.nih.gov//imgs/512/145/2150/MPX2150_synpic30983.png,https://medpix.nlm.nih.gov/case?id=552950d9-a278-43cf-a36b-10d8d0ea6028
TAC,MPX2150,MPX2150_synpic30984,https://openi.nlm.nih.gov//imgs/512/145/2150/MPX2150_synpic30984.png,https://medpix.nlm.nih.gov/case?id=1848428e-2957-46b0-b9d9-9f1833829e1b
TAC,MPX2150,MPX2150_synpic30985,https://openi.nlm.nih.gov//imgs/512/145/2150/MPX2150_synpic30985.png,https://medpix.nlm.nih.gov/case?id=d021e13a-79ae-4abb-8ba6-342566086227
TAC,MPX2150,MPX2150_synpic30986,https://openi.nlm.nih.gov//imgs/512/145/2150/MPX2150_synpic30986.png,https://medpix.nlm.nih.gov/case?id=263838cf-233b-48eb-81c1-3704e705a76a
TAC,MPX2155,MPX2155_synpic22532,https://openi.nlm.nih.gov//imgs/512/150/2155/MPX2155_synpic22532.png,https://medpix.nlm.nih.gov/case?id=35386eed-dc31-4014-8283-0cd71cb1bdc2
TAC,MPX2155,MPX2155_synpic22533,https://openi.nlm.nih.gov//imgs/512/150/2155/MPX2155_synpic22533.png,https://medpix.nlm.nih.gov/case?id=c0591445-029f-4928-8d55-0d9f23449f0d
TAC,MPX2160,MPX2160_synpic47795,https://openi.nlm.nih.gov//imgs/512/155/2160/MPX2160_synpic47795.png,https://medpix.nlm.nih.gov/case?id=2b671cb1-1be2-4a87-ad97-98758dd35be7
TAC,MPX2160,MPX2160_synpic47797,https://openi.nlm.nih.gov//imgs/512/155/2160/MPX2160_synpic47797.png,https://medpix.nlm.nih.gov/case?id=6fc3fd43-a8ef-4a7e-9fe0-0b93063c3d77
TAC,MPX2166,MPX2166_synpic16314,https://openi.nlm.nih.gov//imgs/512/161/2166/MPX2166_synpic16314.png,https://medpix.nlm.nih.gov/case?id=6592afd3-9424-46b3-8604-a335f39a4050
TAC,MPX2169,MPX2169_synpic50696,https://openi.nlm.nih.gov//imgs/512/164/2169/MPX2169_synpic50696.png,https://medpix.nlm.nih.gov/case?id=e45d64b5-2a5a-4dec-ad35-f414f2f1d916
TAC,MPX2169,MPX2169_synpic50697,https://openi.nlm.nih.gov//imgs/512/164/2169/MPX2169_synpic50697.png,https://medpix.nlm.nih.gov/case?id=8353954c-7d0f-4bad-85ad-83a74c1a05b7
TAC,MPX2171,MPX2171_synpic20416,https://openi.nlm.nih.gov//imgs/512/166/2171/MPX2171_synpic20416.png,https://medpix.nlm.nih.gov/case?id=186e4e82-7ad5-405b-988b-ce3fb2b546ac
TAC,MPX2174,MPX2174_synpic42,https://openi.nlm.nih.gov//imgs/512/169/2174/MPX2174_synpic42.png,https://medpix.nlm.nih.gov/case?id=e6d9848c-c82c-42a6-9794-fdf3d0922b18
TAC,MPX2174,MPX2174_synpic43,https://openi.nlm.nih.gov//imgs/512/169/2174/MPX2174_synpic43.png,https://medpix.nlm.nih.gov/case?id=3f496f8b-ed63-4113-aed9-97c3e7cb04dc
TAC,MPX2173,MPX2173_synpic24934,https://openi.nlm.nih.gov//imgs/512/168/2173/MPX2173_synpic24934.png,https://medpix.nlm.nih.gov/case?id=3a7764cf-30fa-4521-afa9-a4bfc852299b
TAC,MPX2173,MPX2173_synpic24935,https://openi.nlm.nih.gov//imgs/512/168/2173/MPX2173_synpic24935.png,https://medpix.nlm.nih.gov/case?id=37eaf34a-a0a4-46ce-807e-18aa4749a685
TAC,MPX2173,MPX2173_synpic24936,https://openi.nlm.nih.gov//imgs/512/168/2173/MPX2173_synpic24936.png,https://medpix.nlm.nih.gov/case?id=3ffd6947-9a2d-45b0-a3f2-719c0eb35648
